statement_id,significance
3554,Pathogenic/Likely pathogenic
3555,Pathogenic
3556,Pathogenic
3557,Pathogenic
3558,Pathogenic
3559,Pathogenic
3560,Pathogenic/Likely pathogenic
3561,Pathogenic/Likely pathogenic
3562,Pathogenic
3563,Pathogenic
3564,Pathogenic
3565,Pathogenic/Likely pathogenic
3566,Pathogenic
3567,Pathogenic
3568,Pathogenic
3569,Pathogenic
3570,Uncertain significance
3571,Pathogenic
3572,Conflicting interpretations of pathogenicity
3573,Uncertain significance
3574,Pathogenic
3575,Pathogenic
3576,Pathogenic
3577,Pathogenic
3578,Pathogenic
3579,Pathogenic
3580,Pathogenic
3581,Pathogenic
3582,Pathogenic
3583,Pathogenic
3584,Pathogenic
3585,Likely pathogenic
3586,Benign/Likely benign
3587,Benign/Likely benign
3588,Benign/Likely benign
3589,Conflicting interpretations of pathogenicity
3590,Conflicting interpretations of pathogenicity
3591,Conflicting interpretations of pathogenicity
3592,Pathogenic
3593,Conflicting interpretations of pathogenicity
3594,Conflicting interpretations of pathogenicity
3595,Pathogenic
3596,Pathogenic
3597,Pathogenic
3598,Pathogenic/Likely pathogenic
3599,Pathogenic/Likely pathogenic
3600,Pathogenic/Likely pathogenic
3601,Pathogenic/Likely pathogenic
3602,Pathogenic/Likely pathogenic
3603,Pathogenic
3604,Pathogenic
3605,Pathogenic
3606,Uncertain significance
3607,Uncertain significance
3608,Uncertain significance
3609,Uncertain significance
3610,Pathogenic
3611,Uncertain significance
3612,Uncertain significance
3613,Pathogenic
3614,Conflicting interpretations of pathogenicity
3615,Conflicting interpretations of pathogenicity
3616,Conflicting interpretations of pathogenicity
3617,Pathogenic
3618,Likely pathogenic
3619,Likely pathogenic
3620,Pathogenic
3621,Pathogenic
3622,Pathogenic
3623,Pathogenic
3624,Pathogenic
3625,Pathogenic
3626,Pathogenic/Likely pathogenic
3627,Pathogenic/Likely pathogenic
3628,Pathogenic/Likely pathogenic
3629,Pathogenic/Likely pathogenic
3630,Pathogenic
3631,Pathogenic
3632,Pathogenic
3633,Pathogenic
3634,Pathogenic/Likely pathogenic
3635,Pathogenic/Likely pathogenic
3636,Pathogenic
3637,Pathogenic
3638,Pathogenic
3639,Pathogenic
3640,Pathogenic
3641,Pathogenic
3642,Pathogenic
3643,Pathogenic
3644,Pathogenic
3645,Pathogenic
3646,Pathogenic
3647,Pathogenic
3648,Pathogenic
3649,Pathogenic
3650,Likely pathogenic
3651,Likely pathogenic
3652,Pathogenic
3653,Pathogenic
3654,Pathogenic
3655,Pathogenic
3656,Pathogenic
3657,Pathogenic
3658,Pathogenic
3659,Pathogenic
3660,Pathogenic
3661,Pathogenic
3662,Pathogenic
3663,Pathogenic
3664,Pathogenic
3665,Pathogenic
3666,Pathogenic
3667,Pathogenic
3668,Pathogenic
3669,Pathogenic
3670,Pathogenic
3671,Pathogenic
3672,Pathogenic
3673,Pathogenic
3674,Pathogenic
3675,Pathogenic/Likely pathogenic
3676,Pathogenic
3677,Pathogenic
3678,Pathogenic
3679,Pathogenic
3680,Benign
3681,Uncertain significance
3682,Uncertain significance
3683,Uncertain significance
3684,Pathogenic
3685,Pathogenic/Likely pathogenic
3686,Pathogenic/Likely pathogenic
3687,Pathogenic
3688,Pathogenic
3689,Pathogenic
3690,Pathogenic
3691,Conflicting interpretations of pathogenicity
3692,Pathogenic
3693,Benign
3694,Benign
3695,Pathogenic
3696,Pathogenic
3697,Pathogenic
3698,Pathogenic/Likely pathogenic
3699,Pathogenic/Likely pathogenic
3700,Conflicting interpretations of pathogenicity
3701,Conflicting interpretations of pathogenicity
3702,Conflicting interpretations of pathogenicity
3703,Pathogenic
3704,Pathogenic
3705,Pathogenic
3706,Pathogenic
3707,Pathogenic
3708,Pathogenic
3709,Pathogenic
3710,Pathogenic
3711,Likely pathogenic
3712,Likely pathogenic
3713,Pathogenic
3714,Pathogenic
3715,Pathogenic
3716,Pathogenic
3717,Benign/Likely benign
3718,Benign/Likely benign
3719,Benign/Likely benign
3720,Benign/Likely benign
3721,Pathogenic
3722,Pathogenic
3723,Pathogenic
3724,Pathogenic
3725,Conflicting interpretations of pathogenicity
3726,Conflicting interpretations of pathogenicity
3727,Conflicting interpretations of pathogenicity
3728,Conflicting interpretations of pathogenicity
3729,Conflicting interpretations of pathogenicity
3730,Pathogenic
3731,Pathogenic
3732,Pathogenic
3733,Pathogenic
3734,Pathogenic
3735,Pathogenic
3736,Pathogenic
3737,Pathogenic
3738,Pathogenic
3739,Uncertain significance
3740,Uncertain significance
3741,Uncertain significance
3742,Uncertain significance
3743,Pathogenic/Likely pathogenic
3744,Pathogenic/Likely pathogenic
3745,Pathogenic/Likely pathogenic
3746,Pathogenic/Likely pathogenic
3747,Conflicting interpretations of pathogenicity
3748,Pathogenic
3749,Pathogenic
3750,Pathogenic
3751,Pathogenic
3752,Pathogenic
3753,Pathogenic
3754,Pathogenic
3755,Pathogenic
3756,Pathogenic
3757,Pathogenic
3758,Pathogenic
3759,Pathogenic
3760,Pathogenic
3761,Pathogenic
3762,Pathogenic
3763,Pathogenic
3764,Pathogenic
3765,Benign/Likely benign
3766,Pathogenic
3767,Pathogenic
3768,Pathogenic
3769,Pathogenic
3770,Pathogenic
3771,Pathogenic
3772,Pathogenic
3773,Pathogenic
3774,Pathogenic
3775,Pathogenic
3776,Pathogenic/Likely pathogenic
3777,Pathogenic/Likely pathogenic
3778,Pathogenic/Likely pathogenic
3779,Pathogenic
3780,Pathogenic
3781,Pathogenic
3782,Uncertain significance
3783,Pathogenic
3784,Pathogenic
3785,Pathogenic
3786,Pathogenic
3787,Pathogenic
3788,Likely benign
3789,Conflicting interpretations of pathogenicity
3790,Conflicting interpretations of pathogenicity
3791,Conflicting interpretations of pathogenicity
3792,risk factor
3793,risk factor
3794,Pathogenic
3795,Pathogenic
3796,Uncertain significance
3797,Conflicting interpretations of pathogenicity
3798,Likely pathogenic
3799,Pathogenic
3800,Pathogenic
3801,Pathogenic
3802,Conflicting interpretations of pathogenicity
3803,Conflicting interpretations of pathogenicity
3804,Uncertain significance
3805,Conflicting interpretations of pathogenicity
3806,Conflicting interpretations of pathogenicity
3807,Conflicting interpretations of pathogenicity
3808,Pathogenic
3809,Pathogenic
3810,Pathogenic
3811,Pathogenic
3812,Pathogenic
3813,Pathogenic/Likely pathogenic
3814,Pathogenic/Likely pathogenic
3815,Pathogenic
3816,Pathogenic
3817,Pathogenic
3818,Pathogenic
3819,Pathogenic
3820,Pathogenic
3821,Pathogenic
3822,Pathogenic
3823,Pathogenic
3824,Pathogenic
3825,Pathogenic
3826,Pathogenic
3827,Pathogenic
3828,Pathogenic
3829,Pathogenic
3830,Conflicting interpretations of pathogenicity
3831,Conflicting interpretations of pathogenicity
3832,Conflicting interpretations of pathogenicity
3833,Conflicting interpretations of pathogenicity
3834,Pathogenic
3835,Pathogenic
3836,Pathogenic
3837,Pathogenic
3838,Pathogenic
3839,Pathogenic
3840,Pathogenic
3841,Pathogenic
3842,Pathogenic
3843,Pathogenic
3844,Pathogenic
3845,Pathogenic
3846,Pathogenic
3847,Pathogenic
3848,Pathogenic
3849,Pathogenic
3850,Pathogenic
3851,Pathogenic
3852,Pathogenic
3853,Likely pathogenic
3854,Likely pathogenic
3855,Pathogenic
3856,Pathogenic
3857,Pathogenic
3858,Pathogenic
3859,Pathogenic
3860,Pathogenic
3861,Pathogenic
3862,Likely pathogenic
3863,Likely pathogenic
3864,Pathogenic
3865,Pathogenic
3866,Pathogenic
3867,Pathogenic
3868,Pathogenic
3869,Pathogenic
3870,Pathogenic
3871,Pathogenic
3872,Pathogenic
3873,Pathogenic
3874,Pathogenic
3875,Pathogenic
3876,Pathogenic
3877,Pathogenic
3878,Pathogenic
3879,Pathogenic
3880,Pathogenic
3881,Likely pathogenic
3882,Pathogenic
3883,Pathogenic
3884,Pathogenic
3885,Pathogenic
3886,Pathogenic
3887,Pathogenic
3888,Pathogenic
3889,Pathogenic
3890,Pathogenic
3891,Pathogenic
3892,drug response
3893,drug response
3894,drug response
3895,drug response
3896,drug response
3897,drug response
3898,drug response
3899,drug response
3900,drug response
3901,drug response
3902,Conflicting interpretations of pathogenicity; other
3903,Conflicting interpretations of pathogenicity; other
3904,Conflicting interpretations of pathogenicity; other
3905,Conflicting interpretations of pathogenicity; other
3906,Conflicting interpretations of pathogenicity; other
3907,Conflicting interpretations of pathogenicity; other
3908,Conflicting interpretations of pathogenicity; other
3909,Likely pathogenic
3910,Likely pathogenic
3911,Pathogenic
3912,Pathogenic
3913,Pathogenic
3914,Conflicting interpretations of pathogenicity
3915,Conflicting interpretations of pathogenicity
3916,Pathogenic
3917,Uncertain significance
3918,Likely pathogenic
3919,Pathogenic
3920,Likely pathogenic
3921,Pathogenic
3922,Pathogenic
3923,Pathogenic
3924,Pathogenic
3925,Pathogenic
3926,Pathogenic
3927,Pathogenic
3928,Pathogenic
3929,Pathogenic
3930,Uncertain significance
3931,Uncertain significance
3932,Pathogenic
3933,Pathogenic
3934,Pathogenic
3935,Pathogenic
3936,Pathogenic
3937,Pathogenic/Likely pathogenic
3938,Pathogenic/Likely pathogenic
3939,Pathogenic/Likely pathogenic
3940,Benign
3941,Benign
3942,Benign
3943,Pathogenic
3944,Pathogenic
3945,Pathogenic
3946,Pathogenic/Likely pathogenic
3947,Pathogenic/Likely pathogenic
3948,Pathogenic/Likely pathogenic
3949,Pathogenic
3950,Pathogenic
3951,Pathogenic
3952,Pathogenic
3953,Pathogenic
3954,Conflicting interpretations of pathogenicity
3955,Conflicting interpretations of pathogenicity
3956,Conflicting interpretations of pathogenicity
3957,Conflicting interpretations of pathogenicity
3958,Conflicting interpretations of pathogenicity
3959,Pathogenic/Likely pathogenic
3960,Pathogenic
3961,Pathogenic
3962,Pathogenic
3963,Pathogenic/Likely pathogenic
3964,Likely pathogenic
3965,Pathogenic
3966,Pathogenic/Likely pathogenic
3967,Pathogenic/Likely pathogenic
3968,Conflicting interpretations of pathogenicity
3969,Pathogenic
3970,Conflicting interpretations of pathogenicity
3971,Likely pathogenic
3972,Pathogenic
3973,Pathogenic
3974,Pathogenic
3975,Pathogenic
3976,Pathogenic/Likely pathogenic
3977,Pathogenic/Likely pathogenic
3978,Pathogenic
3979,Benign
3980,Conflicting interpretations of pathogenicity; other
3981,Conflicting interpretations of pathogenicity; other
3982,Conflicting interpretations of pathogenicity; other
3983,Conflicting interpretations of pathogenicity
3984,Conflicting interpretations of pathogenicity
3985,Conflicting interpretations of pathogenicity
3986,Pathogenic/Likely pathogenic
3987,Pathogenic/Likely pathogenic
3988,Pathogenic/Likely pathogenic
3989,Pathogenic/Likely pathogenic
3990,Pathogenic/Likely pathogenic
3991,Pathogenic/Likely pathogenic
3992,Pathogenic/Likely pathogenic
3993,Pathogenic/Likely pathogenic
3994,Conflicting interpretations of pathogenicity
3995,Benign; other
3996,Benign; other
3997,Pathogenic
3998,Pathogenic
3999,Conflicting interpretations of pathogenicity
4000,Conflicting interpretations of pathogenicity
4001,Pathogenic
4002,Pathogenic
4003,Pathogenic
4004,Pathogenic/Likely pathogenic
4005,Pathogenic
4006,Uncertain significance
4007,Conflicting interpretations of pathogenicity
4008,Pathogenic
4009,Pathogenic
4010,Pathogenic
4011,Pathogenic/Likely pathogenic
4012,Pathogenic/Likely pathogenic
4013,Pathogenic/Likely pathogenic
4014,Pathogenic
4015,Pathogenic
4016,Pathogenic
4017,Pathogenic
4018,Benign
4019,Benign
4020,Pathogenic
4021,Pathogenic
4022,Pathogenic/Likely pathogenic
4023,Pathogenic/Likely pathogenic
4024,Pathogenic
4025,Pathogenic
4026,Pathogenic
4027,Pathogenic
4028,Pathogenic
4029,Pathogenic
4030,Pathogenic
4031,Pathogenic
4032,no interpretation for the single variant
4033,Pathogenic
4034,Pathogenic
4035,Pathogenic
4036,Pathogenic
4037,Pathogenic
4038,Conflicting interpretations of pathogenicity
4039,Pathogenic
4040,Pathogenic
4041,Benign/Likely benign; other
4042,Pathogenic
4043,Conflicting interpretations of pathogenicity; other
4044,Pathogenic/Likely pathogenic
4045,Pathogenic/Likely pathogenic
4046,Pathogenic
4047,Pathogenic
4048,Pathogenic
4049,Pathogenic
4050,Pathogenic
4051,Pathogenic
4052,Pathogenic
4053,Pathogenic
4054,Pathogenic/Likely pathogenic
4055,Pathogenic/Likely pathogenic
4056,Pathogenic/Likely pathogenic
4057,Likely pathogenic
4058,Likely pathogenic
4059,Pathogenic/Likely pathogenic
4060,Pathogenic/Likely pathogenic
4061,Pathogenic/Likely pathogenic
4062,Pathogenic
4063,Pathogenic
4064,Pathogenic
4065,Pathogenic
4066,Pathogenic
4067,Pathogenic
4068,Pathogenic
4069,Pathogenic
4070,Pathogenic
4071,Pathogenic/Likely pathogenic
4072,Pathogenic/Likely pathogenic
4073,Pathogenic
4074,Pathogenic
4075,Pathogenic
4076,Pathogenic/Likely pathogenic
4077,Pathogenic/Likely pathogenic
4078,Pathogenic/Likely pathogenic
4079,Pathogenic/Likely pathogenic
4080,Pathogenic/Likely pathogenic
4081,Pathogenic/Likely pathogenic
4082,Pathogenic/Likely pathogenic
4083,Pathogenic/Likely pathogenic
4084,Pathogenic/Likely pathogenic
4085,Pathogenic/Likely pathogenic
4086,Pathogenic/Likely pathogenic
4087,Pathogenic/Likely pathogenic
4088,Pathogenic/Likely pathogenic
4089,Pathogenic
4090,Pathogenic/Likely pathogenic
4091,Pathogenic/Likely pathogenic
4092,Pathogenic/Likely pathogenic
4093,Pathogenic/Likely pathogenic
4094,Pathogenic/Likely pathogenic
4095,Pathogenic/Likely pathogenic
4096,Pathogenic/Likely pathogenic
4097,Pathogenic/Likely pathogenic
4098,Pathogenic/Likely pathogenic
4099,Pathogenic/Likely pathogenic
4100,Pathogenic/Likely pathogenic
4101,Likely pathogenic
4102,Likely pathogenic
4103,Conflicting interpretations of pathogenicity
4104,Conflicting interpretations of pathogenicity
4105,Conflicting interpretations of pathogenicity
4106,Conflicting interpretations of pathogenicity
4107,Pathogenic
4108,Pathogenic
4109,Pathogenic
4110,Pathogenic/Likely pathogenic
4111,Pathogenic/Likely pathogenic
4112,Pathogenic/Likely pathogenic
4113,Pathogenic/Likely pathogenic
4114,Pathogenic/Likely pathogenic
4115,Pathogenic/Likely pathogenic
4116,Pathogenic/Likely pathogenic
4117,Likely pathogenic
4118,Likely pathogenic
4119,Likely pathogenic
4120,Likely pathogenic
4121,Pathogenic/Likely pathogenic
4122,Pathogenic/Likely pathogenic
4123,Pathogenic
4124,Pathogenic
4125,Pathogenic
4126,Pathogenic
4127,Pathogenic
4128,Pathogenic
4129,Pathogenic
4130,Pathogenic
4131,Uncertain significance
4132,Pathogenic
4133,Pathogenic
4134,Pathogenic
4135,Pathogenic
4136,Pathogenic
4137,Pathogenic
4138,Pathogenic
4139,Pathogenic
4140,Pathogenic
4141,Pathogenic
4142,Pathogenic
4143,Pathogenic/Likely pathogenic
4144,Pathogenic/Likely pathogenic
4145,Pathogenic/Likely pathogenic
4146,Pathogenic/Likely pathogenic
4147,Pathogenic/Likely pathogenic
4148,Pathogenic
4149,Pathogenic
4150,Pathogenic
4151,Pathogenic
4152,Pathogenic
4153,Pathogenic
4154,Pathogenic
4155,Pathogenic
4156,Pathogenic
4157,Pathogenic
4158,Pathogenic
4159,Conflicting interpretations of pathogenicity
4160,Conflicting interpretations of pathogenicity
4161,Conflicting interpretations of pathogenicity
4162,Conflicting interpretations of pathogenicity
4163,Conflicting interpretations of pathogenicity
4164,Conflicting interpretations of pathogenicity
4165,Conflicting interpretations of pathogenicity
4166,Conflicting interpretations of pathogenicity
4167,Conflicting interpretations of pathogenicity
4168,Conflicting interpretations of pathogenicity
4169,Conflicting interpretations of pathogenicity; other
4170,Conflicting interpretations of pathogenicity; other
4171,Conflicting interpretations of pathogenicity; other
4172,Conflicting interpretations of pathogenicity; other
4173,Conflicting interpretations of pathogenicity; other
4174,Conflicting interpretations of pathogenicity; other
4175,Conflicting interpretations of pathogenicity; other
4176,Conflicting interpretations of pathogenicity; other
4177,Conflicting interpretations of pathogenicity; other
4178,Conflicting interpretations of pathogenicity; other
4179,Pathogenic
4180,Pathogenic
4181,Pathogenic
4182,Pathogenic
4183,Pathogenic
4184,Likely pathogenic
4185,Pathogenic
4186,Pathogenic
4187,Pathogenic
4188,Pathogenic/Likely pathogenic
4189,Pathogenic
4190,Pathogenic
4191,Pathogenic
4192,Pathogenic
4193,Pathogenic/Likely pathogenic
4194,Pathogenic/Likely pathogenic
4195,Pathogenic/Likely pathogenic
4196,Pathogenic/Likely pathogenic
4197,Conflicting interpretations of pathogenicity
4198,Conflicting interpretations of pathogenicity
4199,Conflicting interpretations of pathogenicity
4200,Conflicting interpretations of pathogenicity
4201,Pathogenic
4202,Pathogenic
4203,Pathogenic
4204,Pathogenic/Likely pathogenic
4205,Pathogenic
4206,Pathogenic
4207,Pathogenic
4208,Likely pathogenic
4209,Uncertain significance
4210,Pathogenic
4211,Pathogenic
4212,Pathogenic
4213,Pathogenic
4214,Pathogenic
4215,Pathogenic
4216,Pathogenic
4217,Pathogenic/Likely pathogenic
4218,Pathogenic/Likely pathogenic
4219,Pathogenic
4220,Pathogenic
4221,Pathogenic
4222,Pathogenic
4223,Pathogenic
4224,Pathogenic
4225,Pathogenic
4226,Pathogenic
4227,Pathogenic
4228,Likely pathogenic
4229,Uncertain significance
4230,Pathogenic
4231,Pathogenic/Likely pathogenic
4232,Conflicting interpretations of pathogenicity
4233,Likely pathogenic
4234,Pathogenic/Likely pathogenic
4235,Pathogenic/Likely pathogenic
4236,Pathogenic/Likely pathogenic
4237,Conflicting interpretations of pathogenicity
4238,Benign/Likely benign
4239,Uncertain significance
4240,Conflicting interpretations of pathogenicity
4241,Pathogenic/Likely pathogenic
4242,Pathogenic/Likely pathogenic
4243,Pathogenic/Likely pathogenic
4244,Pathogenic
4245,Pathogenic
4246,Pathogenic/Likely pathogenic
4247,Conflicting interpretations of pathogenicity
4248,Pathogenic
4249,Pathogenic
4250,Pathogenic
4251,Pathogenic
4252,Pathogenic
4253,Pathogenic
4254,Pathogenic/Likely pathogenic
4255,Pathogenic/Likely pathogenic
4256,Pathogenic/Likely pathogenic
4257,Pathogenic/Likely pathogenic
4258,Pathogenic/Likely pathogenic
4259,Pathogenic
4260,Pathogenic/Likely pathogenic
4261,Pathogenic/Likely pathogenic
4262,Pathogenic/Likely pathogenic
4263,Conflicting interpretations of pathogenicity
4264,Conflicting interpretations of pathogenicity
4265,Conflicting interpretations of pathogenicity
4266,Conflicting interpretations of pathogenicity
4267,Pathogenic/Likely pathogenic
4268,Pathogenic/Likely pathogenic
4269,Likely pathogenic
4270,Likely pathogenic
4271,Benign
4272,Benign
4273,Uncertain significance
4274,Uncertain significance
4275,Pathogenic/Likely pathogenic
4276,Pathogenic/Likely pathogenic
